Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can add related topic,Chrome 71.0.3578.98,,2019-02-04 14:23:32,2019-02-04 14:24:05,33.034s,ERROR
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 14:23:32,2019-02-04 14:23:47,15.192s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 14:23:33,2019-02-04 14:23:40,7.330s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 14:23:40,2019-02-04 14:23:41,1.147s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:23:41,2019-02-04 14:23:41,0.076s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 14:23:41,2019-02-04 14:23:41,0.160s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:23:41,2019-02-04 14:23:41,0.081s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:23:41,2019-02-04 14:23:42,0.829s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 14:23:42,2019-02-04 14:23:47,4.778s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:23:47,2019-02-04 14:23:47,0.021s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 14:23:47,2019-02-04 14:23:47,0.376s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 14:23:47,2019-02-04 14:24:01,13.606s,PASSED
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:23:48,2019-02-04 14:23:48,0.145s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:23:48,2019-02-04 14:23:48,0.100s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 14:23:48,2019-02-04 14:23:48,0.160s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:23:48,2019-02-04 14:23:48,0.023s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:23:48,2019-02-04 14:23:48,0.050s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 14:23:48,2019-02-04 14:23:49,0.421s,PASSED
"waitForElementClickable(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:23:49,2019-02-04 14:23:49,0.112s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:23:49,2019-02-04 14:23:49,0.508s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:23:49,2019-02-04 14:23:50,0.152s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_ADD_IDEA_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:23:50,2019-02-04 14:23:50,0.391s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 14:23:50,2019-02-04 14:23:51,0.612s,PASSED
"sendKeys(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), Keys.chord(TAB))",Chrome 71.0.3578.98,,2019-02-04 14:23:51,2019-02-04 14:23:51,0.071s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), 0)",Chrome 71.0.3578.98,,2019-02-04 14:23:51,2019-02-04 14:23:51,0.134s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 14:23:51,2019-02-04 14:23:51,0.065s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 14:23:51,2019-02-04 14:23:51,0.296s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:23:51,2019-02-04 14:23:51,0.033s,PASSED
