Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can add related topic,Chrome 71.0.3578.98,,2019-02-04 15:36:08,2019-02-04 15:36:55,46.748s,PASSED
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 15:36:09,2019-02-04 15:36:23,14.532s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 15:36:09,2019-02-04 15:36:15,6.443s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 15:36:15,2019-02-04 15:36:16,1.132s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:16,2019-02-04 15:36:17,0.068s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 15:36:17,2019-02-04 15:36:17,0.169s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:17,2019-02-04 15:36:17,0.085s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:17,2019-02-04 15:36:18,0.942s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 15:36:18,2019-02-04 15:36:23,4.856s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:23,2019-02-04 15:36:23,0.035s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 15:36:23,2019-02-04 15:36:23,0.483s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 15:36:23,2019-02-04 15:36:38,14.444s,PASSED
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:24,2019-02-04 15:36:24,0.073s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:36:24,2019-02-04 15:36:24,0.078s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:36:24,2019-02-04 15:36:24,0.154s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:24,2019-02-04 15:36:24,0.020s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:36:24,2019-02-04 15:36:24,0.204s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:36:24,2019-02-04 15:36:25,0.402s,PASSED
"waitForElementClickable(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:25,2019-02-04 15:36:25,0.756s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:25,2019-02-04 15:36:26,0.043s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:26,2019-02-04 15:36:26,0.115s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_ADD_IDEA_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:26,2019-02-04 15:36:26,0.423s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 15:36:26,2019-02-04 15:36:27,0.835s,PASSED
"sendKeys(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), Keys.chord(TAB))",Chrome 71.0.3578.98,,2019-02-04 15:36:27,2019-02-04 15:36:27,0.100s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), 0)",Chrome 71.0.3578.98,,2019-02-04 15:36:27,2019-02-04 15:36:27,0.066s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:27,2019-02-04 15:36:27,0.098s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:27,2019-02-04 15:36:27,0.271s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:27,2019-02-04 15:36:27,0.074s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), IDEA_STATUS)",Chrome 71.0.3578.98,,2019-02-04 15:36:27,2019-02-04 15:36:28,0.295s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:28,2019-02-04 15:36:28,0.055s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:28,2019-02-04 15:36:28,0.252s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_DROPDOWN""), IDEA_IMPORTANCE)",Chrome 71.0.3578.98,,2019-02-04 15:36:28,2019-02-04 15:36:28,0.273s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_SECURITY_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:28,2019-02-04 15:36:28,0.059s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_SECURITY_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:28,2019-02-04 15:36:29,0.179s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_SECURITY_DROPDOWN""), IDEA_SECURITY)",Chrome 71.0.3578.98,,2019-02-04 15:36:29,2019-02-04 15:36:29,0.210s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_SOURCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:29,2019-02-04 15:36:29,0.041s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_SOURCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:36:29,2019-02-04 15:36:29,0.181s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_SOURCE_TYPE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:29,2019-02-04 15:36:29,0.066s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_SOURCE_TYPE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:29,2019-02-04 15:36:29,0.192s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:29,2019-02-04 15:36:29,0.025s,PASSED
"stratapp.Dropdown.AddSource(findTestObject(""IDEATION/IDEAS/OC_SOURCE_DROPDOWN""), IDEA_SOURCE)",Chrome 71.0.3578.98,,2019-02-04 15:36:29,2019-02-04 15:36:35,6.136s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_ADD_EDIT_CONTENT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:35,2019-02-04 15:36:36,0.047s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_ADD_EDIT_CONTENT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:36,2019-02-04 15:36:36,0.282s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:36,2019-02-04 15:36:36,0.048s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""))",Chrome 71.0.3578.98,,2019-02-04 15:36:36,2019-02-04 15:36:36,0.056s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""))",Chrome 71.0.3578.98,,2019-02-04 15:36:36,2019-02-04 15:36:36,0.187s,PASSED
"stratapp.NonInput.SendKeys(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""), IDEA_SUMMARY)",Chrome 71.0.3578.98,,2019-02-04 15:36:36,2019-02-04 15:36:37,0.417s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SAVE_BUTTON""), CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:36:37,2019-02-04 15:36:37,0.044s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SAVE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:36:37,2019-02-04 15:36:37,0.180s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_PARAGRAPH""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:36:37,2019-02-04 15:36:37,0.034s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), IDEA_STATUS.toUpperCase(), CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:36:37,2019-02-04 15:36:37,0.047s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""), IDEA_IMPORTANCE, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:36:37,2019-02-04 15:36:37,0.027s,PASSED
