Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can add related topic,Chrome 71.0.3578.98,,2019-02-04 14:00:59,2019-02-04 14:01:33,33.979s,ERROR
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 14:00:59,2019-02-04 14:01:14,15.077s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 14:00:59,2019-02-04 14:01:06,7.177s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 14:01:06,2019-02-04 14:01:08,1.135s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:01:08,2019-02-04 14:01:08,0.083s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 14:01:08,2019-02-04 14:01:08,0.236s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:01:08,2019-02-04 14:01:08,0.132s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:01:08,2019-02-04 14:01:09,0.809s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 14:01:09,2019-02-04 14:01:14,4.725s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:01:14,2019-02-04 14:01:14,0.030s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 14:01:14,2019-02-04 14:01:14,0.404s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 14:01:14,2019-02-04 14:01:28,14.144s,PASSED
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:01:15,2019-02-04 14:01:15,0.087s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:01:15,2019-02-04 14:01:15,0.093s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 14:01:15,2019-02-04 14:01:15,0.186s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:01:15,2019-02-04 14:01:15,0.022s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:01:15,2019-02-04 14:01:15,0.185s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 14:01:15,2019-02-04 14:01:15,0.286s,PASSED
"waitForElementClickable(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:01:15,2019-02-04 14:01:16,0.619s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:01:16,2019-02-04 14:01:16,0.124s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:01:16,2019-02-04 14:01:16,0.105s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_ADD_IDEA_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:01:16,2019-02-04 14:01:17,0.444s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 14:01:17,2019-02-04 14:01:17,0.644s,PASSED
"sendKeys(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), Keys.chord(TAB))",Chrome 71.0.3578.98,,2019-02-04 14:01:17,2019-02-04 14:01:17,0.087s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), 0)",Chrome 71.0.3578.98,,2019-02-04 14:01:17,2019-02-04 14:01:18,0.149s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 14:01:18,2019-02-04 14:01:18,0.104s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 14:01:18,2019-02-04 14:01:18,0.269s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:01:18,2019-02-04 14:01:18,0.041s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), IDEA_STATUS)",Chrome 71.0.3578.98,,2019-02-04 14:01:18,2019-02-04 14:01:18,0.274s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 14:01:18,2019-02-04 14:01:18,0.046s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 14:01:18,2019-02-04 14:01:19,0.213s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_DROPDOWN""), IDEA_IMPORTANCE)",Chrome 71.0.3578.98,,2019-02-04 14:01:19,2019-02-04 14:01:19,0.322s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_SECURITY_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 14:01:19,2019-02-04 14:01:19,0.062s,PASSED
