Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can edit idea,Chrome 71.0.3578.98,,2019-02-04 16:42:06,2019-02-04 16:42:55,49.211s,PASSED
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 16:42:06,2019-02-04 16:42:35,29.145s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 16:42:06,2019-02-04 16:42:21,14.124s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 16:42:21,2019-02-04 16:42:22,1.152s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 16:42:22,2019-02-04 16:42:22,0.082s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 16:42:22,2019-02-04 16:42:22,0.193s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 16:42:22,2019-02-04 16:42:22,0.097s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 16:42:22,2019-02-04 16:42:23,1.154s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 16:42:23,2019-02-04 16:42:28,4.963s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 16:42:28,2019-02-04 16:42:35,6.857s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 16:42:35,2019-02-04 16:42:35,0.144s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 16:42:35,2019-02-04 16:42:49,14.263s,PASSED
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 16:42:36,2019-02-04 16:42:36,0.271s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 16:42:36,2019-02-04 16:42:36,0.138s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 16:42:36,2019-02-04 16:42:36,0.193s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 16:42:36,2019-02-04 16:42:36,0.038s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 16:42:36,2019-02-04 16:42:37,0.115s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 16:42:37,2019-02-04 16:42:37,0.240s,PASSED
"waitForElementClickable(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 16:42:37,2019-02-04 16:42:38,0.753s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 16:42:38,2019-02-04 16:42:38,0.090s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 16:42:38,2019-02-04 16:42:38,0.114s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_ADD_IDEA_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 16:42:38,2019-02-04 16:42:38,0.358s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 16:42:38,2019-02-04 16:42:39,0.396s,PASSED
"sendKeys(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), Keys.chord(TAB))",Chrome 71.0.3578.98,,2019-02-04 16:42:39,2019-02-04 16:42:39,0.079s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), 0)",Chrome 71.0.3578.98,,2019-02-04 16:42:39,2019-02-04 16:42:39,0.117s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 16:42:39,2019-02-04 16:42:39,0.087s,PASSED
