Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can add related topic,Chrome 71.0.3578.98,,2019-02-04 13:56:28,2019-02-04 13:56:50,22.856s,ERROR
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 13:56:28,2019-02-04 13:56:43,14.780s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 13:56:28,2019-02-04 13:56:35,6.622s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 13:56:35,2019-02-04 13:56:36,1.137s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:36,2019-02-04 13:56:36,0.079s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 13:56:36,2019-02-04 13:56:36,0.195s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 13:56:36,2019-02-04 13:56:36,0.111s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:36,2019-02-04 13:56:37,0.876s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 13:56:37,2019-02-04 13:56:42,4.996s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:42,2019-02-04 13:56:42,0.029s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 13:56:42,2019-02-04 13:56:43,0.416s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 13:56:43,2019-02-04 13:56:46,3.515s,ERROR
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:43,2019-02-04 13:56:43,0.202s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 13:56:43,2019-02-04 13:56:43,0.096s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 13:56:43,2019-02-04 13:56:44,0.156s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:44,2019-02-04 13:56:44,0.023s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 13:56:44,2019-02-04 13:56:44,0.158s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 13:56:44,2019-02-04 13:56:44,0.366s,PASSED
