Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can add related topic,Chrome 71.0.3578.98,,2019-02-04 15:31:33,2019-02-04 15:32:20,46.894s,FAILED
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 15:31:33,2019-02-04 15:31:48,15.071s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 15:31:34,2019-02-04 15:31:41,6.865s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 15:31:41,2019-02-04 15:31:42,1.140s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:42,2019-02-04 15:31:42,0.068s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 15:31:42,2019-02-04 15:31:42,0.159s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:31:42,2019-02-04 15:31:42,0.077s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:42,2019-02-04 15:31:43,1.011s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 15:31:43,2019-02-04 15:31:48,5.103s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:48,2019-02-04 15:31:48,0.030s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 15:31:48,2019-02-04 15:31:48,0.101s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 15:31:49,2019-02-04 15:32:03,14.278s,PASSED
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:49,2019-02-04 15:31:49,0.386s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:31:49,2019-02-04 15:31:49,0.106s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:31:49,2019-02-04 15:31:50,0.184s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:50,2019-02-04 15:31:50,0.026s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:31:50,2019-02-04 15:31:50,0.161s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:31:50,2019-02-04 15:31:50,0.323s,PASSED
"waitForElementClickable(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:50,2019-02-04 15:31:50,0.101s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:31:50,2019-02-04 15:31:51,0.555s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:31:51,2019-02-04 15:31:51,0.099s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_ADD_IDEA_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:31:51,2019-02-04 15:31:51,0.400s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 15:31:51,2019-02-04 15:31:52,0.552s,PASSED
"sendKeys(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), Keys.chord(TAB))",Chrome 71.0.3578.98,,2019-02-04 15:31:52,2019-02-04 15:31:52,0.069s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), 0)",Chrome 71.0.3578.98,,2019-02-04 15:31:52,2019-02-04 15:31:52,0.146s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:52,2019-02-04 15:31:52,0.114s,PASSED
