Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can add new idea,Chrome 71.0.3578.98,,2019-02-04 15:40:54,2019-02-04 15:41:24,30.407s,PASSED
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 15:40:54,2019-02-04 15:41:09,14.816s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 15:40:55,2019-02-04 15:41:01,6.645s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 15:41:01,2019-02-04 15:41:03,1.159s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:41:03,2019-02-04 15:41:03,0.077s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 15:41:03,2019-02-04 15:41:03,0.193s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:41:03,2019-02-04 15:41:03,0.114s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:41:03,2019-02-04 15:41:04,1.047s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 15:41:04,2019-02-04 15:41:09,5.081s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:41:09,2019-02-04 15:41:09,0.032s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 15:41:09,2019-02-04 15:41:09,0.085s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 15:41:09,2019-02-04 15:41:24,14.604s,PASSED
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:41:10,2019-02-04 15:41:10,0.462s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:41:10,2019-02-04 15:41:10,0.155s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:41:10,2019-02-04 15:41:10,0.200s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:41:10,2019-02-04 15:41:10,0.035s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:41:10,2019-02-04 15:41:11,0.083s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:41:11,2019-02-04 15:41:11,0.369s,PASSED
"waitForElementClickable(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:41:11,2019-02-04 15:41:12,0.803s,PASSED
