Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate if user can add related topic,Chrome 71.0.3578.98,,2019-02-04 13:59:26,2019-02-04 14:00:11,45.191s,ERROR
,,,,,,
Test Cases/TEMPLATES/LOGIN/LOGIN_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 13:59:27,2019-02-04 14:00:03,36.965s,PASSED
"openBrowser(""https://app.stratapp.ai/"")",Chrome 71.0.3578.98,,2019-02-04 13:59:27,2019-02-04 13:59:33,6.463s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-04 13:59:33,2019-02-04 13:59:34,1.142s,PASSED
"waitForElementPresent(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:59:34,2019-02-04 13:59:35,0.074s,PASSED
"setText(findTestObject(""LOGIN/EMAIL_ADD_TEXTFIELD""), ""noreply@you-source.com"")",Chrome 71.0.3578.98,,2019-02-04 13:59:35,2019-02-04 13:59:35,0.215s,PASSED
"click(findTestObject(""LOGIN/NEXT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 13:59:35,2019-02-04 13:59:35,0.132s,PASSED
"isGoogle = verifyElementPresent(findTestObject(""LOGIN/GOOGLE_LABEL""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:59:35,2019-02-04 13:59:36,0.854s,PASSED
if (isGoogle),Chrome 71.0.3578.98,,2019-02-04 13:59:36,2019-02-04 13:59:40,4.743s,PASSED
"waitForElementPresent(findTestObject(""HOME/HEADLINES_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:59:40,2019-02-04 14:00:03,22.879s,PASSED
stratapp.Login.GetUserName(),Chrome 71.0.3578.98,,2019-02-04 14:00:03,2019-02-04 14:00:03,0.126s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 14:00:04,2019-02-04 14:00:07,3.688s,ERROR
"waitForElementClickable(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:00:04,2019-02-04 14:00:04,0.302s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:00:04,2019-02-04 14:00:04,0.089s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 14:00:04,2019-02-04 14:00:05,0.207s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:00:05,2019-02-04 14:00:05,0.025s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:00:05,2019-02-04 14:00:05,0.094s,PASSED
